ItemID,Sentiment,SentimentSource,SentimentText
136800,1,Sentiment140,@connoraa thats sokai 
136862,1,Sentiment140,@drsdiva  what are u doing today!!! I'm so ready this weekend!!
137500,0,Sentiment140,@cookingwithamy like fermenting old socks. 
137597,1,Sentiment140,"@dtofficial Hell yeah! Thanx for that, we've been waiting... "
137841,1,Sentiment140,@copyblogger how's that part working for ya Mr. Copyblogger  hope you are great Brian! Good seeing you at #sobcon 
137907,0,Sentiment140,@core_APPLER Nothing....just a dry boring weekend!!! Didn't get much sleep 
138277,1,Sentiment140,@DuongSheahan  are you tweeting in church...I love that your so cool 
138568,1,Sentiment140,"@Dutchrudder You should like the MV F4. Their designer is the same guy who did the Ducati 916, which is also beautiful. "
138730,0,Sentiment140,@DxBLOCK  DM me your number again pls 
139088,0,Sentiment140,@DylanJobe Mine finally activated last night. C&amp;P is great as is multi del in pic roll. MMS is not their though 
139525,1,Sentiment140,@EasyLocalShopin Is 'I defraud' is the most political sentence? 
140366,1,Sentiment140,@craigeryowens i didnt know there was a contest ahh! lol either thnx for givin usa listen we appreciate it 
140620,1,Sentiment140,@EdCullenReaLady it's amazing here!! soo sunny and warm 
140746,0,Sentiment140,@Eddy_32 I hope u can go bitch  Vegas WILL NOT b da same without my cousin #1...
140964,1,Sentiment140,@eddieizzard woo England is better than LA  sunny sunny sunny in Nottingham
141231,1,Sentiment140,@cremeeggtwisted Haha you should goo the ref 
141611,0,Sentiment140,"@crluehmann not much really. just lost a piece of myself for the next 2 1/2 weeks  tell your mommy I say hello, please!"
141912,0,Sentiment140,@Efestivals You keep saying that there are glasto tickets left yet when I go to buy I can't select an adult Ticket and it says sold out 
142207,1,Sentiment140,"@cruzceleste Oh I see, I will retweet for you on Tuesday then, help to spread the word "
142342,0,Sentiment140,"@el_koze Fans ruin everything.  Okami is amazing but you probably got worn down from the hype. Sad, really...  Good game spoiled."
142512,1,Sentiment140,"@ElectKarlNurse Aaaah, ok, awesome! I'm still quite new, &amp; have been traveling or sick for all the Tuscon's mtgs, so still meeting folks "
142662,1,Sentiment140,"@Eldirao Sure, u can call anytime. "
142671,1,Sentiment140,@eleanorist @black_keys Ah... sadly it's just the lyrics rather than a recording. Maybe I should try it at a gig  http://bit.ly/ff7QV
142690,1,Sentiment140,@ElectroxBoosh Any time  xxxxxx
142852,1,Sentiment140,@elephantbird Thank you 
143399,1,Sentiment140,@elkirkmo yes. Talk to me please 
143528,0,Sentiment140,@EllaPaigeBabe hey there's no homeparty anymore anyways  I'll write you guys an email today!! LOVE YOU!
143672,1,Sentiment140,@ElizObihFrank @RothsteinJewlry @JanisMarshall Thanks for the Follow friday recommendation  You all ROCK!! 
143755,0,Sentiment140,"@EllaPaigeBabe niiice, i've never been to ibiza  people always say that there's a looot of party there ;) is it true?"
143882,1,Sentiment140,@cupofmacaroni http://twitpic.com/2dmsu - wow....... really hot 
144701,0,Sentiment140,@emijanie I didn't realize Silverleaf was LE  why do they always do that with the best colours??
144714,1,Sentiment140,@cynter LOL! That billboard was shopped. The original one was way more biblethumping and scary 
145327,0,Sentiment140,"@emmaarrr i did the same thing. i stood in front of it, and tried to decide what other people would say about it. lol "
145372,1,Sentiment140,"@Dai_Bautista Are you making fun of me? Huh? HUH? HAHAHHAH kidding. Btw, almost ahead of you by a hundred. HEHEH. "
145474,1,Sentiment140,"@daisyjanie oooh, love a shiny new idea.  Don't love the pursual analyzing"
145556,1,Sentiment140,@emmalificent well thanks 
145741,0,Sentiment140,@emotionalpedant That is so scary and sad. 
146495,1,Sentiment140,"@danielbowen No, because that would be too easy "
147138,1,Sentiment140,@Dannymcfly Please come to Bristol in July 
147935,0,Sentiment140,@ElvaHsiao omg! last night was the best oppertunity in 10 years to date ElvaHsiao!!! and i was sleeping 
148031,1,Sentiment140,@ennarress Thank you 
148904,0,Sentiment140,"@davebull If I get 1 billion people to do this, perhaps the centuries age for some part of the Antartica will not melt last month. Sad "
149299,0,Sentiment140,"@EricStegemann Thanks for the Kayak rec. We dug the mountain decor. Want to make snowboard lights now. Only complaint, no TP in bathroom! "
149700,0,Sentiment140,"@erliou56 i know right! i miss my loves. :'( the only time i see them is when they're on the news, tv, or on youtube, or in pics. "
149839,1,Sentiment140,@DavidArchie  HELLO  I'm ur fans in Taiwan  it's my first time to leave words here I love ur songs and the way you smile   Keep going!!
150391,1,Sentiment140,@emmettdignam AWESOME!! (Even though it doesn't say much! haha!) 
150525,1,Sentiment140,@DavidArchie I saw you on T.V. Touch My Hand music video. \m/ 
150547,1,Sentiment140,"@DavidArchie it seems that you're having so much fun!..  I'm happy for you!! d^,^b"
151053,0,Sentiment140,@enept Nothing at the moment. 
152281,1,Sentiment140,@dbaron hope to catch you at a future tweetup - there's one this friday  I've been working with Robert on his website for a few mos. 
152743,1,Sentiment140,"@ddddarby yeah, ive been told that a lot. its something ill probably end up doing in the near future! "
153113,0,Sentiment140,@eumom I know ...We get use to the sun to quickly  don't know why we're always surprised when the rain comes back !!
153392,1,Sentiment140,@evbvd thanks for spelling correction! and thanks @mayr58 for lending your ears! 
153550,1,Sentiment140,"@ddlovato enjoy this moment, it's my dream  I love you all Miley, Demi &amp; Selena. All the best from France xoxo Say to miley Hi  Love"
154699,1,Sentiment140,@ExoticMoonflowr  Will you be there when i make it?  i can't wait to go to Berklee. Have a great day moon! (:
154830,1,Sentiment140,@eyyJD Heard that your dad would be going here in September. Would you also come with him? 
154948,1,Sentiment140,"@ddlovato Yeah, I don't think I ever did either.. Love is on its way, well, I hope  Love you Demi. Tweet me please  Cindy, QuÃ©bec"
155145,1,Sentiment140,"@fabuloustoccara little rock, ark.! you look familiar too! haha, well duh. every1 knows u "
155251,0,Sentiment140,@FahBhlaqq you not following me 
155624,0,Sentiment140,@fabinhuh Ahhh sou de SP 
155645,1,Sentiment140,@fabulous5793 LOL COLD! 
155704,0,Sentiment140,@Fad45 Ahahahha....... Ahahahhahahhaha..... How much have you left to do? 
155706,1,Sentiment140,@Fadderullan ofc we shall. Its the awesomeness 
155935,1,Sentiment140,@FallenStar1 tanks - i had the BEST time EVER! 
156462,1,Sentiment140,@Fanny57 would love to u can email me megse5@netscape.net Thank You for the kind words 
157009,1,Sentiment140,@FASHIONISMYLIFE one day my soul just opened up.. Lol...kidding I'm reading until today. I found it in my little library. 
157654,0,Sentiment140,@delilah88 infront of my laptop....just as bored as you 
157729,0,Sentiment140,@Febreze_Fresh  We had to clean &amp; febreze or couch from 4 yr old throw up  SO great to have you in the house!
157989,0,Sentiment140,@DemiDolci thank u! I can't watch it on my iPhone I'll have to wait till I get home  ahhh!!!
158036,1,Sentiment140,@DemiLovato4592  Can you put it on twitpic. ? can i see it? 
158168,0,Sentiment140,"@feiticeira *gasp* you're going to miss the MTV Movie Awards with us?  Have fun at Little Ashes, let me know how it is!"
158395,1,Sentiment140,@FelineUnit  I'm sorry your brother has gone to the dogs   Did you see that I started a new hash #TUXEDOTUESDAY &amp; put you in the list ?
158504,0,Sentiment140,@denisleary #Clue (1) edward norton (2) the set to death to smoochie (3) probably the penis cookies that rainbow randal makes ..its on tv 
158571,1,Sentiment140,@FengShuiAvatar Hope your 4 legged babe is ok now...&amp; ur bank will recover 
158574,1,Sentiment140,@fennablue Ironically I was out getting drunk when you called 
159140,0,Sentiment140,@FiercelyPut I CALLED YOU!!!! 
159579,0,Sentiment140,@filafresh She says there's nothing here... 
160037,0,Sentiment140,@destinyeyes can't write ya cuz your not followin me.. 
160391,1,Sentiment140,@devil0ck pretending party?  and yes your kitty looks like a lady 
160435,1,Sentiment140,"@flippy8490 YOU'RE A FUCKING IDIOT.  We love you here, honest!"
160579,1,Sentiment140,@DEWz_PingPong My prayers &amp; thoughts are with you. 
162032,1,Sentiment140,@diarmid_ YAY there fans do rock just cause im there fan and i rock hahhaa JOKE!! there fans do rock and made lots of mates through them 
162093,1,Sentiment140,@DIBSDaily Oh. Wow! Happy Birthday to him! 
162519,1,Sentiment140,@DigitaleLife thank you 
162731,1,Sentiment140,"@Dim0nd_PrInceSs yeah, but i got lots of inches to fill.  i've got nothing up top right now "
162802,1,Sentiment140,"@fox_sake I had no tea at all! It was a bit too hot for it and our pension charged 1 euro to use the kitchen...mmmm, Marmiiiiiite "
162956,0,Sentiment140,@FoxyVPS i lost  sadness lol
162965,0,Sentiment140,@Fozziedog Fine thanks.Trying to play some music on Blip.fm but it keeps cutting out all the time. Most frustrating. Must be my broadband 
163183,0,Sentiment140,"@francesxo FRANCES! Can u come on fb? I NEED to talk to you, message me, not on fb chat, I'm in hospital  I love u oxox"
163456,0,Sentiment140,"@frandoce es oviedo, ruta medica hoy otra vez, ahora atrapados por el chaaparron...waiting for my mouth to by scanned...still in oviedo "
163563,0,Sentiment140,"@FrankieTheSats i'm seeing take that next week, i was hoping for you to be supporting that day but your not "
163790,0,Sentiment140,"@disang iya, nyokap gue pernah berkata demikian  :-|  and it's so hard to share what we have"
164462,1,Sentiment140,@FrostingJewelry Be Careful! Dont you guys use those whistling things on your cars?  We have runaway tumbleweeds we have to dodge  lol
164714,1,Sentiment140,@fsulover1 thx.  U cn email me at klm21seant@yahoo.com.
164986,1,Sentiment140,@freshypanda i think you mean you want two.  
165065,1,Sentiment140,@furthamucka Oooo ooooo oooo Can I be in it to?! I use dove! I got moisture rich skin! 
166045,1,Sentiment140,"@GADisneyMom WOW - hope you have/had fun at WDW! Wish I was there, too "
166156,1,Sentiment140,@fumordotnet we're just so awesome we don't need a gender divide. 
166657,1,Sentiment140,@djkelly No.  Are you watching it now?
167352,1,Sentiment140,@garyvee congratulations! wonderful name. You must be proud 
167906,0,Sentiment140,@dmw keeps reminding me about space... and i do need those reminders. 
168596,1,Sentiment140,@gatorbait1012 awww babe.  i swear you are too sweet. tehe i loveyouuuuuuu!
169083,1,Sentiment140,@donlemoncnn slow news night? covering pres in NY 
169314,0,Sentiment140,"@geminianeyes I got Doom Metal album in my collection, too bad , no time for brain-washing now "
169601,1,Sentiment140,@GeeIsMe awwwh i knew you loved me! 
169771,0,Sentiment140,"@georgeharito, I found the RAM "
169883,1,Sentiment140,@georgiaface Just as i diagnosed :s Good `springing` into action there btw 
170949,1,Sentiment140,@doonsie Now I just have to think of something clever to say!  How's your week going?
171937,0,Sentiment140,@ginfear  Lots of blueberry juice. Full of antioxidants. Go back to bed. Hangover sorted.x
172635,1,Sentiment140,@dr_jared so I reread your story...I honestly don't think its all that bad.    sorry you're getting nasty looks
173142,1,Sentiment140,@Glorywood This video has a pretty good tutorial. Do it now! It sounds like you're going to hurt yourself   http://tinyurl.com/2skcnt
173895,1,Sentiment140,@gigolopimping khloe ROCKS!!!!!  
174157,0,Sentiment140,@gootecks oh boo 
174796,0,Sentiment140,@girlwonders My god. That cat is possessed! I think mine just needs a while to settle in... she won't come out from under the bed 
174888,1,Sentiment140,@Graham_Norton Thanks very much for following luv!  Hope you're having lovely dreams of fit young men cavorting about in speedos 
174912,1,Sentiment140,@GiulianaRancic LOVE YA GIULIANA!!! i watch E! allllllllll the time  everytime i come home from work i watch E! news!! 
175014,0,Sentiment140,@glamah it must be hard to have him gone so much. 
175546,0,Sentiment140,@Dubarrymcfly awh so lucky ma class doesnt start till 1 haha so 3 hours of class  loveyoufletch xxx
175793,1,Sentiment140,"@dudie yeh they did a shoot like that on Top Model TV show, made great photography "
175798,1,Sentiment140,@gmarkham hah. Thanks anyway 
175836,0,Sentiment140,@greencupcake I miss you too candabear! Just finished working on an amazing hip hop track and now I'm trying to help Brian start his car 
176129,1,Sentiment140,"@duellsy OMG! They did win - yippeee, hubbi has just walked in the door-first smile this year! Ow bless ya-just back dee's every week! "
176198,0,Sentiment140,"@Going4Greatness cool, but I'll try and keep it to a 1 b limit. I hate when people call me Garry! "
176497,0,Sentiment140,@duplantier yes ma'am!. I remember u were 16 &amp; u was crying cuz u got in a wreck    that's how I remember girly!.
176954,1,Sentiment140,@gpok No doubt will check it out...Good work man 
177266,0,Sentiment140,@grantmichaels Travelling aboot.. not going to be on much till Monday 
177870,1,Sentiment140,"@Gregamos I bought Flight Control and it's brilliant, so recommend that! "
178587,1,Sentiment140,@groovyflamingo Of course!  @BuckHollywood has nothing on your gayness! He almost seems straight compared to you XD
178940,1,Sentiment140,"@gruuvebot It's the damn back thing, otherwise wouldn't happen. As you well know "
178988,1,Sentiment140,"@ebassman We so wish we were there. K and I were just talking about how great rehearsals were, thank you "
179034,1,Sentiment140,@GThaFuture ..its no fun if they ask u to...  and 4 the record i didnt do it.
179327,1,Sentiment140,@GumpusMaximus as always my friend as always 
179724,1,Sentiment140,@hale_yes_xXx hello sunshine!!! 
179811,1,Sentiment140,@EcoDiva Thanks 4 the FS! 
179957,1,Sentiment140,@hallucinations That's alrite bro. I feel asleep shortly after that. 
180725,1,Sentiment140,@EdenSpodek Not at all! 140 characters isn't enough sometimes. 
180746,0,Sentiment140,@EDGEnick I tried to download it yesterday but it wouldn't play on my itunes for some reason 
181148,0,Sentiment140,@edrabbit Is it foolish to ask why you don't just select multiple? 
181643,0,Sentiment140,@effortlessly42 I am a failure of a girl 
181735,1,Sentiment140,@Happy_Skittles but it's not enough! i want more eggs! more more more!  i think ember &amp; flame will be next. seem to be working towards it.
182376,1,Sentiment140,@ejc thanks for the connection 
182728,0,Sentiment140,@HayleyShmailey  the same  Bad...
183499,0,Sentiment140,@heartnsolex3 lol dito &quot;omg  its me doing it&quot; ur sooo cuteee.. idun even no all the girls who are in bad anymoreee its a mess
184064,1,Sentiment140,"@ellenfweber what a great compliment!, you intelligence collector you! "
184084,1,Sentiment140,"@heatherxcobain that 70s song - the cab, or their whole album. "
184670,1,Sentiment140,@Heller @Lou_bookpushers @Has_Bookpushers guess we'll just have to read. 
184798,0,Sentiment140,@emalea thanks...too bad I can't listen. 
185841,1,Sentiment140,"@HelloUFO I Know Right WTH? xD They Have Already Got  522,806 views On Youtube At Least We Got In The Top 5 "
186602,1,Sentiment140,"@HilzFuld I am so tempted to do a &quot;Let me Google that for you&quot;, but that would be very unkind  BTW, congrats on #2 in http://bit.ly/EU55b"
186746,1,Sentiment140,@HippiePeach you're welcome 
186868,0,Sentiment140,@EmmaATLx I'm bummed. I just got back from the ice cream place. Apparently they stopped carrying maple soft serve 
186964,0,Sentiment140,"@hklq42 So you'll be on the island today, but I won't see you? "
187029,1,Sentiment140,@emmagemtweets Hey hey! do say hello next time  would love to meet ya!
187747,1,Sentiment140,@emonteleone08 good thing you don't work in my office!! 
187799,0,Sentiment140,@HollyLovesJonas i wish i was  x
188051,0,Sentiment140,@Emzy_Chica go ginger! 
188869,1,Sentiment140,@hodakotb bethany was hilarious! love that she's so confident...if that's the appropriate word 
188892,1,Sentiment140,@holacattsays Enjoy YOUR educational lesson. 
189233,0,Sentiment140,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
189310,1,Sentiment140,@EricaLeigh777 beautybybrooke   Thought it was time for a change .. and .. well .. BIG news is coming  
189458,1,Sentiment140,@ericwareheim hey that's my favorite too!! 
189575,1,Sentiment140,@HoneyBeeInDC I Love Ur Background!! 
189951,1,Sentiment140,"@horrorshowtunez Of course! I post to facebook rarely, but I'm so spoiled that I insist I have the option to when I want to "
190465,0,Sentiment140,@holydueg Clearly you can multitask. Why can't I? 
191117,0,Sentiment140,"@hopeful420 lol, thank you but I still feel like poop  omg the hot flashes won't stop."
191139,1,Sentiment140,"@hopeluvfaith aww lovely! Hope you had a great mother's day, our little mother hen  did you get in contact with sharn?"
191287,1,Sentiment140,@hospitaltown all ready! What are you going to do now. 
191585,1,Sentiment140,"@howardtayler If you are going to put them on eBay, have Petey sign them first "
191836,0,Sentiment140,"@HTC I want an HD-style device with a slide-out keyboard. The closest thing is the Touch Pro2, but there's no 3.5mm headphone jack. Why? "
192003,1,Sentiment140,"@iadiedee Hi Dee   Thank you so much, just followed ..."
192151,1,Sentiment140,@humanabstract anything! 
193240,0,Sentiment140,@iamjersey Misss u 
193530,0,Sentiment140,@eXCheez That is awesome! Pity about the price  I want a wizard!
193701,0,Sentiment140,"@iamlittleboots someone thats not as good as you... now, that WOULD BE hard to find "
193863,0,Sentiment140,@IamOluchi ill make sure to give Nitty your mug today....  But u petty! Lls http://myloc.me/41x4
194040,0,Sentiment140,@extremejohn Don't think I'll be doing it tonight. This Mt Dew isn't workkkiiinnng 
194094,1,Sentiment140,"@iamolly I plan to keep them forever, yeah. "
194570,1,Sentiment140,@fadedmoon Yes it is! and it always is 
195780,1,Sentiment140,"@idapida1 That would be so great!!  I'll get around asking colleagues if they can switch with me at work, I will not miss it if I can --"
196798,0,Sentiment140,@ifonearth @poison_ive3 OY. We're not ALL that bad 
196911,1,Sentiment140,@iiLoveJBxOx but there're brothers 
196947,0,Sentiment140,@Ijnco youre a jerk!!!!!!! Wish was at the parade 
196950,1,Sentiment140,"@iJosef lol, I'm getting some lumpia from @LACEDOUT tomorrow "
197281,0,Sentiment140,@ILMcL What DID you teach me this year? I've forgotten everything already.  PANIC PANIC
197531,1,Sentiment140,"@Felysha Oh, have you heard Marilyn Manson's version? "
197790,0,Sentiment140,"@fErNniii Well, I guess he's not so little anymore.  He's the same age as you, I just always forget, he's not my baby bro anymore.  "
197899,0,Sentiment140,@Feva_Renee Damn Babe including me? 
198033,1,Sentiment140,@ffluxx: &quot;Fink â€“ Good Day for Hippos --- This one is for #120hippos1girl  .... lol&quot; &lt;&lt;&lt; well thank you Mr H... â™« http://blip.fm/~8a7zs
198480,0,Sentiment140,"@finbarrbrady Oh feck, more like "
199091,1,Sentiment140,@immaterialdepth no worries!  it's all part of the game.  
199415,1,Sentiment140,@imtheirmama @emmykilman YEA! Emmy is goin home so she will have internet so we can chat on facebook. WOO HOOO  lol
199431,0,Sentiment140,@flicka47 but chocolate is no good for us. 
199542,0,Sentiment140,@indeeeee  ino  i really wanted to c it!
200595,1,Sentiment140,"@FrankieTheSats yourn actually si luckjy, you have an akazing boyfrie dnad im only jealius of you beause you hav e him  x"
200648,1,Sentiment140,@Frankmontreal haha thks 
200802,1,Sentiment140,@frecklface oh yea? need a massage do ya? 
200818,1,Sentiment140,"@freddurst Haha, I know, I'm just kidding. Have fun "
201989,1,Sentiment140,@inchesofgtb  lol
202086,0,Sentiment140,@iPATTINSON Mine is in the toilet by itself!  I should go play with it..
202537,0,Sentiment140,"@InfinityEnds33 I am jealous.  I burn, freckle, peel, and go back to white.  I want skin that will TAN. "
202749,1,Sentiment140,@Irishbabe22 ohhh on nkotb.com they were putting the vlogs... maybe they'll upload them tomorrow  I hope!
202757,0,Sentiment140,"@Irisheyz77 @bethfishreads Oh no, can't believe I missed it! October is a while off now "
202883,0,Sentiment140,"@InMyProOpinion I didn't, but I should have brought them "
203076,0,Sentiment140,@fudgecrumpet You'll be there one day. 
203422,0,Sentiment140,"@iskandr That's unfortunally right, i can see it very often "
204440,1,Sentiment140,@Isil_Loves_Mcr haha Don't worry about it my dear  I'm glad I could help ^^
205248,0,Sentiment140,@GarrettSparky you... yelled at me...  your so mean sparky! lol
205485,0,Sentiment140, !! De no creer     http://bit.ly/ln2Da
205641,0,Sentiment140, Alone in my room...again.. I'm bored.. 
205838,1,Sentiment140, Failed no classes except for Alg 2 (doesnt matter already got credit) woo hoo! praise jesus!
206133,0,Sentiment140, i hope twittertees arrive this week before thursday!! 
206353,1,Sentiment140, it comes out in july sometime i believe 
206702,1,Sentiment140,@gbatuyong didn't have time for a big slice...had a whole small pizza instead  Great pizza there.
207179,0,Sentiment140,@itsLissa aww  get a function drink! They work pretty well.
207246,1,Sentiment140,@itsnickjonas congrats on graduating! see you august 29th. 
207678,1,Sentiment140,"@GeminiTwisted LOL okay, dear...sorry   it's most likely nothing to worry about.  You are going to be fit as a fiddle for your shows"
208133,0,Sentiment140,@IvanVanderbyl bugger. My code doesn't run under 1.9  looks like I have to drop some of it 1.8 bad habits
208873,0,Sentiment140,@Jacket_Slut I still haven't recieved your email 
208984,1,Sentiment140,@JackPitney ily too  aimzzzz is tired zzzzzzzzzzzzzz...
209039,1,Sentiment140,"@jaanikajou I watched the trailer, doesn't seem so scary to me  I wanna see it though."
209186,0,Sentiment140,@jaceyth and @thoole - i tried to comment on your blog. twice. but it wouldnt let me... 
209353,1,Sentiment140,@jaelau i know right!lol she loves rap/blackguys i like alt/long hair  there somuch more its insane. well we just got our cars so ya aha
209536,1,Sentiment140,"@jakeisonline Heh, looks like we both used the same stock set  http://www.icondrawer.com/ Great minds think alike!"
209579,0,Sentiment140,@JakeyBaby1 ANYWAYS FLAKING. 
209622,1,Sentiment140,@jalapenosite thanks for sharing your popcorn!  night Adam
209908,0,Sentiment140,@jackiesize sorry you had to watch it so late 
210182,1,Sentiment140,@jameszabiela Ah..these are great!! Good stuff! 
210321,0,Sentiment140,"@georgyy you cant be dreading it more than me like you went A* club and are predicted an A, not me "
211297,1,Sentiment140,"@james_xander http://twitpic.com/4zbly - aw, your mom is gorgous! n your so cute "
211366,0,Sentiment140,@GhostofViolinrd that's hard to do when you're sitting around like a big LARD 
212047,1,Sentiment140,@GingerVlogz Might go to Worthing some time this week. 
212243,1,Sentiment140,@jamieskitchen Yay! @alexpgates needs to be lookin' fly for his new gig 
212817,1,Sentiment140,"@janinaz boo PS3, yay  XBOX. I'm working on saturday night, atleast the money's good "
212948,1,Sentiment140,@JanHaas Hey!Pleasure meeting you! Looking forward to getting to know you more! 
213276,1,Sentiment140,@januaryseraph I guess I'm out. 
213584,1,Sentiment140,@jarod_ I have a raincoat for them. I luv taking photos in the rain 
214440,1,Sentiment140,@glennsmyth haha those were the days!!  you should sell some of your oldskool mixtapes on ebay!
215142,1,Sentiment140,@go_losangeles Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
215254,0,Sentiment140,@jaydewofford I feel for you.  Mine kept getting stuck on my Mac 1/10th of the way. Doing it on a PC (for some reason) it finally worked.
215513,1,Sentiment140,@JaylaStarr well since talkin to fine woman such as you um better id say 
215603,1,Sentiment140,@Jayme1988 doing wonderful thanks! hubby came home last night horny as hell andï¿½ wellï¿½ didn't get a lot of sleep last night. 
216156,0,Sentiment140,@jazzga04 the pain is back 
216169,0,Sentiment140,@jayteebee  Nightmare. Hope you get back home soon and the 'device' was nothing serious.
216476,1,Sentiment140,@jbabyyyy @linthurya me three! 
216544,1,Sentiment140,@jbend True. I forgot about the whole situation. Soon though! I'm so happy for you guys. 
216598,1,Sentiment140,@jbfanforever94 Good  I'llk tweet it then 
217529,0,Sentiment140,@JChillin damn man u old!! lovin wat u do in slam keep it up!! missin watchin ya in the nba 
217902,1,Sentiment140,@JDunn803 why do u have to call our food stupid!?   I'm gonna send Hunter after you!
218035,1,Sentiment140,@JeanneBehr LOL if I did that stuff now I'd wind up in the ER.  Or assisted living!! 
218036,0,Sentiment140,"@jeannebopp I was SO about to IM my bb since he was online, but he went away  I want to talk to him omg I need some cheer up"
218102,1,Sentiment140,"@jeansoon same here  im redecorating@teelalalala bbq you say? teehee. BLASPHEMY if you hate Edward, oh try n call @lukasrossi +18187489382"
218332,1,Sentiment140,@JEFFHARDYBRAND reveal!! 
218627,1,Sentiment140,"@jellismate If I were a celebrity at the awards, you would have had a 6th!!!!! "
218656,0,Sentiment140,"@jellyybeannn he lives like close to cherry or slover or sierra (idk) and close to the 10 freeway area. Yeah, those poor things. "
218935,0,Sentiment140,"@jemzkat I paid Apple, Apple sent to me.  And I still have the money I paid them in my bank account! Unless they're gonna take it later "
219635,0,Sentiment140,"@gschan God, I need one now. "
219973,1,Sentiment140,@jengelz Its call Mental and its already on my Tivo 
220207,0,Sentiment140,@jenna47 thats to late  lol but i mite be able to visit
220289,0,Sentiment140,@jennyGPA i don't know!!  he was saying it doesn't make sense forhim to drive me if i don't know that I'll get in...but i told him i would
221420,1,Sentiment140,"@jessemccartney, can't wait to see you next month with @nkotb!!! "
221872,0,Sentiment140,@jersey002 al's sick so tomorrow's a no  spoke to javy over ym. they're all sick in the house! scaryyyy.
222115,0,Sentiment140,@jessiexbessie then i'm not gonna see you for another week  sad day. i had stuff to talk with you about too!
222256,1,Sentiment140,@JessMcFlyxxx He'd be a fab brother though  Carrie is lucky  But he is just awesome :'D xxx
222338,1,Sentiment140,@gueamu Thanks  You should take bunch of friends to eat together there. That's how i got it quick 
222492,1,Sentiment140,"@Jessi_lea I love ebay  very addictive, do you shop on the Aus one or US ?"
222819,0,Sentiment140,@jessinoel not much longer   I'm here tonight though!
223049,0,Sentiment140,@JESSziCA_LEe &amp; noo invite!  awwwe
223253,1,Sentiment140,"@JEVONISHERE bro im bored, im makin a new vid too!! "
223279,1,Sentiment140,"@jforjessy One thing, twitter's no fun when you don't have much friend in it. So just follow @jtug &amp; tweeples in there. They're all nice. "
223500,1,Sentiment140,@Guy1939 have fun 
223854,1,Sentiment140,@jikido we thought it was great!!!  watched Rachel Getting Married last night---also great 
223980,1,Sentiment140,@jhillstephens HELLOOOOOO  I'm back!
224023,1,Sentiment140,"@jillmcgrath I do not know, but it's horrible.  I'm lucky to work for a museum which is always closed on Monday "
224443,1,Sentiment140,@JimAyson A very VERY good choice.  *grins*
224494,1,Sentiment140,@Hail_Mary_Jane I was a very good girl  Behaved despite distractions and temptation.
225932,1,Sentiment140,@JMaC_Football how bout you suck it?  immma do it anywayyyyy!
226758,1,Sentiment140,"@jmatheny, you've really been knocking them out of the park with your last couple of GSpot podcasts! Loved the show on Original Falcon "
227517,1,Sentiment140,@JoeJonas1Fan1 Into MY arms Joe .. haha lol just kidding 
227559,1,Sentiment140,"@joelcomm Haha  Yeh... Not many people say it like that and its often brought up  Thanks man, was great to speak!"
227569,1,Sentiment140,"@JoelGunz rereleased = Rope, Rear Window, The Trouble w/Harry, The Man Who Knew Too Much, Vertigo &amp; everyone there was a Hitchcock nerd. "
227685,1,Sentiment140,@Joelsk_ thx honey 
228249,1,Sentiment140,"@JoeyMcIntyre http://twitpic.com/6h6aw - HOT stuff....D Dub, you make me weak in the knees baby..22 years "
228269,0,Sentiment140,"@JoBrosGirl haha you mixed it up, honey.  Twilight is on Saturday and @ashleytisdale is Friday! See you there^^ I dunno what to wear "
228957,1,Sentiment140,"@joek949 LOL...  I know, what made me come up with that!  Oops...  "
228995,0,Sentiment140,@JoelMadden awesome!! It doesn't come to Dallas until the 24th I believe... 
229143,1,Sentiment140,"@johncabrera Thank you! I will try ever so not to crash.  *btw, just blew my own mind realizing Dr Chang now needs that prosthetic! Loop?!"
229294,0,Sentiment140,@johncmayer First time in maybe 5 summers that I won't be seeing him in concert 
229482,1,Sentiment140,@heidimontag studying for college finals it's not fun!! 
229554,0,Sentiment140,@Heinz21st  the dang thing just stopped working. it won't charge and it ain't the charger... cause i tested it 
230046,0,Sentiment140,@john_self &quot;a Natal character that recognises and responds to players' moods&quot;. Nothing like real life then 
231025,0,Sentiment140,@joiskol  being in your room makes me sad.
231364,0,Sentiment140,@Jonasbrothers back to brazil 
231401,1,Sentiment140,"@Jonasbrothers Fly with me video is amazing so emotional and fun, youÂ´re awesome guys. I canÂ´t wait for the new CD..I love you guys "
231540,1,Sentiment140,"@Jonasbrothers http://bit.ly/l77sP I hope might reply that we would like to know who saw the video.  Silvia, Zaira &amp; Helena."
231874,1,Sentiment140,@jonaskevin I loved it! You guys are amazing! 
231979,0,Sentiment140,@Jonasbrothers i have to miss the chat!!!  ahh
232356,0,Sentiment140,@jonaskevin but not blinking is like really hard and i don't get to see the concert anyway 
233202,0,Sentiment140,@henaxxru why dont you love life now?! 
233377,1,Sentiment140,@jonhillcock i reckon you can 
233762,1,Sentiment140,@jordanknight I say I'm watching Twilight! 
234112,1,Sentiment140,@jordanknight. If I get it right will u goive me a free tkt to the atl show.... 
234231,1,Sentiment140,"@JordanSykes, Eugh im on this &quot;faggy thing &quot; haha Your guy is a queer "
